CIP6 ID,CIP6,Year,Completions
50107,Latin American Studies,2022,176.0
50107,Latin American Studies,2023,152.0
50107,Latin American Studies,2024,148.0
50108,Near & Middle Eastern Studies,2012,173.0
50108,Near & Middle Eastern Studies,2013,160.0
50108,Near & Middle Eastern Studies,2014,168.0
50108,Near & Middle Eastern Studies,2015,204.0
50108,Near & Middle Eastern Studies,2016,162.0
50108,Near & Middle Eastern Studies,2017,158.0
50108,Near & Middle Eastern Studies,2018,159.0
50108,Near & Middle Eastern Studies,2019,146.0
50108,Near & Middle Eastern Studies,2020,149.0
50108,Near & Middle Eastern Studies,2021,117.0
50108,Near & Middle Eastern Studies,2022,122.0
50108,Near & Middle Eastern Studies,2023,116.0
50108,Near & Middle Eastern Studies,2024,98.0
50109,Pacific Area Studies,2012,6.0
50109,Pacific Area Studies,2013,1.0
50109,Pacific Area Studies,2014,7.0
50109,Pacific Area Studies,2015,5.0
50109,Pacific Area Studies,2016,5.0
50109,Pacific Area Studies,2017,9.0
50109,Pacific Area Studies,2018,2.0
50109,Pacific Area Studies,2019,8.0
50109,Pacific Area Studies,2020,7.0
50109,Pacific Area Studies,2021,6.0
50109,Pacific Area Studies,2022,6.0
50109,Pacific Area Studies,2023,1.0
50109,Pacific Area Studies,2024,6.0
50110,Russian Studies,2012,49.0
50110,Russian Studies,2013,50.0
50110,Russian Studies,2014,48.0
50110,Russian Studies,2015,43.0
50110,Russian Studies,2016,34.0
50110,Russian Studies,2017,33.0
50110,Russian Studies,2018,39.0
50110,Russian Studies,2019,43.0
50110,Russian Studies,2020,23.0
50110,Russian Studies,2021,42.0
50110,Russian Studies,2022,18.0
50110,Russian Studies,2023,30.0
50110,Russian Studies,2024,27.0
50111,Scandinavian Studies,2012,3.0
50111,Scandinavian Studies,2013,4.0
50111,Scandinavian Studies,2014,3.0
50111,Scandinavian Studies,2015,0.0
50111,Scandinavian Studies,2016,3.0
50111,Scandinavian Studies,2017,2.0
50111,Scandinavian Studies,2018,4.0
50111,Scandinavian Studies,2019,5.0
50111,Scandinavian Studies,2020,4.0
50111,Scandinavian Studies,2021,2.0
50111,Scandinavian Studies,2022,0.0
50111,Scandinavian Studies,2023,3.0
50111,Scandinavian Studies,2024,1.0
50112,South Asian Studies,2012,8.0
50112,South Asian Studies,2013,11.0
50112,South Asian Studies,2014,17.0
50112,South Asian Studies,2015,23.0
50112,South Asian Studies,2016,13.0
50112,South Asian Studies,2017,15.0
50112,South Asian Studies,2018,10.0
50112,South Asian Studies,2019,5.0
50112,South Asian Studies,2020,11.0
50112,South Asian Studies,2021,13.0
50112,South Asian Studies,2022,10.0
50112,South Asian Studies,2023,9.0
50112,South Asian Studies,2024,11.0
50113,Southeast Asian Studies,2012,17.0
50113,Southeast Asian Studies,2013,20.0
50113,Southeast Asian Studies,2014,20.0
50113,Southeast Asian Studies,2015,11.0
50113,Southeast Asian Studies,2016,11.0
50113,Southeast Asian Studies,2017,12.0
50113,Southeast Asian Studies,2018,6.0
50113,Southeast Asian Studies,2019,8.0
50113,Southeast Asian Studies,2020,8.0
50113,Southeast Asian Studies,2021,6.0
50113,Southeast Asian Studies,2022,10.0
50113,Southeast Asian Studies,2023,7.0
50113,Southeast Asian Studies,2024,7.0
50114,Western European Studies,2012,60.0
50114,Western European Studies,2013,60.0
50114,Western European Studies,2014,35.0
50114,Western European Studies,2015,26.0
50114,Western European Studies,2016,32.0
50114,Western European Studies,2017,32.0
50114,Western European Studies,2018,33.0
50114,Western European Studies,2019,35.0
50114,Western European Studies,2020,39.0
50114,Western European Studies,2021,33.0
50114,Western European Studies,2022,40.0
50114,Western European Studies,2023,41.0
50114,Western European Studies,2024,44.0
50115,Canadian Studies,2016,1.0
50115,Canadian Studies,2017,0.0
50115,Canadian Studies,2018,4.0
50115,Canadian Studies,2019,2.0
50115,Canadian Studies,2020,4.0
50115,Canadian Studies,2021,2.0
50115,Canadian Studies,2022,0.0
50115,Canadian Studies,2023,0.0
50115,Canadian Studies,2024,0.0
50118,Slavic Studies,2012,3.0
50118,Slavic Studies,2013,1.0
50118,Slavic Studies,2014,1.0
50118,Slavic Studies,2015,0.0
50118,Slavic Studies,2016,0.0
50118,Slavic Studies,2017,3.0
50118,Slavic Studies,2018,5.0
50118,Slavic Studies,2019,1.0
50118,Slavic Studies,2020,2.0
50118,Slavic Studies,2021,1.0
50118,Slavic Studies,2022,1.0
50118,Slavic Studies,2023,0.0
50118,Slavic Studies,2024,0.0
50120,Ural-Altaic & Central Asian Studies,2012,11.0
50120,Ural-Altaic & Central Asian Studies,2013,13.0
50120,Ural-Altaic & Central Asian Studies,2014,9.0
50120,Ural-Altaic & Central Asian Studies,2015,4.0
50120,Ural-Altaic & Central Asian Studies,2016,9.0
50120,Ural-Altaic & Central Asian Studies,2017,10.0
50120,Ural-Altaic & Central Asian Studies,2018,4.0
50120,Ural-Altaic & Central Asian Studies,2019,11.0
50120,Ural-Altaic & Central Asian Studies,2020,7.0
50120,Ural-Altaic & Central Asian Studies,2021,4.0
50120,Ural-Altaic & Central Asian Studies,2022,2.0
50120,Ural-Altaic & Central Asian Studies,2023,4.0
50120,Ural-Altaic & Central Asian Studies,2024,7.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2012,27.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2013,28.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2014,24.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2015,30.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2016,19.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2017,30.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2018,14.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2019,17.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2020,12.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2021,496.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2022,383.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2023,428.0
50122,"Regional Studies (U.S., Canadian, Foreign)",2024,371.0
50123,Chinese Studies,2012,18.0
50123,Chinese Studies,2013,21.0
50123,Chinese Studies,2014,14.0
50123,Chinese Studies,2015,13.0
50123,Chinese Studies,2016,10.0
50123,Chinese Studies,2017,15.0
50123,Chinese Studies,2018,9.0
50123,Chinese Studies,2019,6.0
50123,Chinese Studies,2020,8.0
50123,Chinese Studies,2021,9.0
50123,Chinese Studies,2022,3.0
50123,Chinese Studies,2023,6.0
50123,Chinese Studies,2024,7.0
50124,French Studies,2012,4.0
50124,French Studies,2013,4.0
50124,French Studies,2014,18.0
50124,French Studies,2015,24.0
50124,French Studies,2016,22.0
50124,French Studies,2017,17.0
50124,French Studies,2018,16.0
50124,French Studies,2019,14.0
50124,French Studies,2020,27.0
50124,French Studies,2021,21.0
50124,French Studies,2022,25.0
50124,French Studies,2023,18.0
50124,French Studies,2024,27.0
50125,German Studies,2012,8.0
50125,German Studies,2013,14.0
50125,German Studies,2014,12.0
50125,German Studies,2015,8.0
50125,German Studies,2016,8.0
50125,German Studies,2017,4.0
50125,German Studies,2018,6.0
50125,German Studies,2019,4.0
50125,German Studies,2020,9.0
50125,German Studies,2021,8.0
50125,German Studies,2022,9.0
50125,German Studies,2023,9.0
50125,German Studies,2024,6.0
50126,Italian Studies,2012,15.0
50126,Italian Studies,2013,14.0
50126,Italian Studies,2014,12.0
50126,Italian Studies,2015,18.0
50126,Italian Studies,2016,17.0
50126,Italian Studies,2017,18.0
50126,Italian Studies,2018,17.0
50126,Italian Studies,2019,12.0
50126,Italian Studies,2020,12.0
50126,Italian Studies,2021,9.0
50126,Italian Studies,2022,7.0
50126,Italian Studies,2023,12.0
50126,Italian Studies,2024,6.0
50127,Japanese Studies,2012,7.0
50127,Japanese Studies,2013,3.0
50127,Japanese Studies,2014,5.0
50127,Japanese Studies,2015,9.0
50127,Japanese Studies,2016,1.0
50127,Japanese Studies,2017,5.0
50127,Japanese Studies,2018,4.0
50127,Japanese Studies,2019,5.0
50127,Japanese Studies,2020,5.0
50127,Japanese Studies,2021,3.0
50127,Japanese Studies,2022,4.0
50127,Japanese Studies,2023,5.0
50127,Japanese Studies,2024,3.0
50128,Korean Studies,2012,4.0
50128,Korean Studies,2013,7.0
50128,Korean Studies,2014,4.0
50128,Korean Studies,2015,5.0
50128,Korean Studies,2016,2.0
50128,Korean Studies,2017,5.0
50128,Korean Studies,2018,0.0
50128,Korean Studies,2019,0.0
50128,Korean Studies,2020,2.0
50128,Korean Studies,2021,4.0
50128,Korean Studies,2022,0.0
50128,Korean Studies,2023,1.0
50128,Korean Studies,2024,3.0
50130,Spanish & Iberian Studies,2014,0.0
50130,Spanish & Iberian Studies,2015,0.0
50130,Spanish & Iberian Studies,2016,0.0
50130,Spanish & Iberian Studies,2017,0.0
50130,Spanish & Iberian Studies,2018,0.0
50130,Spanish & Iberian Studies,2019,0.0
50130,Spanish & Iberian Studies,2020,0.0
50130,Spanish & Iberian Studies,2021,0.0
50130,Spanish & Iberian Studies,2022,0.0
50130,Spanish & Iberian Studies,2023,0.0
50130,Spanish & Iberian Studies,2024,0.0
50133,Irish Studies,2012,0.0
50133,Irish Studies,2013,14.0
50133,Irish Studies,2014,2.0
50133,Irish Studies,2015,10.0
50133,Irish Studies,2016,7.0
50133,Irish Studies,2017,14.0
50133,Irish Studies,2018,4.0
50133,Irish Studies,2019,5.0
50133,Irish Studies,2020,9.0
50133,Irish Studies,2021,12.0
50133,Irish Studies,2022,6.0
50133,Irish Studies,2023,3.0
50133,Irish Studies,2024,5.0
50134,Latin American & Caribbean Studies,2012,6.0
50134,Latin American & Caribbean Studies,2013,6.0
50134,Latin American & Caribbean Studies,2014,21.0
50134,Latin American & Caribbean Studies,2015,13.0
50134,Latin American & Caribbean Studies,2016,16.0
50134,Latin American & Caribbean Studies,2017,18.0
50134,Latin American & Caribbean Studies,2018,14.0
50134,Latin American & Caribbean Studies,2019,13.0
50134,Latin American & Caribbean Studies,2020,12.0
50134,Latin American & Caribbean Studies,2021,14.0
50134,Latin American & Caribbean Studies,2022,14.0
50134,Latin American & Caribbean Studies,2023,16.0
50134,Latin American & Caribbean Studies,2024,11.0
50135,Appalachian Studies,2023,5.0
50135,Appalachian Studies,2024,2.0
50199,Other Area Studies,2012,71.0
50199,Other Area Studies,2013,44.0
50199,Other Area Studies,2014,59.0
50199,Other Area Studies,2015,36.0
50199,Other Area Studies,2016,42.0
50199,Other Area Studies,2017,37.0
50199,Other Area Studies,2018,51.0
50199,Other Area Studies,2019,46.0
50199,Other Area Studies,2020,23.0
50199,Other Area Studies,2021,30.0
50199,Other Area Studies,2022,26.0
50199,Other Area Studies,2023,39.0
50199,Other Area Studies,2024,24.0
50200,Ethnic Studies,2012,10.0
50200,Ethnic Studies,2013,10.0
50200,Ethnic Studies,2014,16.0
50200,Ethnic Studies,2015,5.0
50200,Ethnic Studies,2016,12.0
50200,Ethnic Studies,2017,14.0
50200,Ethnic Studies,2018,7.0
50200,Ethnic Studies,2019,17.0
50200,Ethnic Studies,2020,9.0
50200,Ethnic Studies,2021,14.0
50200,Ethnic Studies,2022,14.0
50200,Ethnic Studies,2023,17.0
50200,Ethnic Studies,2024,12.0
50201,African-American & Black Studies,2012,95.0
50201,African-American & Black Studies,2013,98.0
50201,African-American & Black Studies,2014,75.0
50201,African-American & Black Studies,2015,78.0
50201,African-American & Black Studies,2016,70.0
50201,African-American & Black Studies,2017,66.0
50201,African-American & Black Studies,2018,81.0
50201,African-American & Black Studies,2019,81.0
50201,African-American & Black Studies,2020,92.0
50201,African-American & Black Studies,2021,72.0
50201,African-American & Black Studies,2022,73.0
50201,African-American & Black Studies,2023,75.0
50201,African-American & Black Studies,2024,76.0
50202,Native American Studies,2012,49.0
50202,Native American Studies,2013,47.0
50202,Native American Studies,2014,32.0
50202,Native American Studies,2015,39.0
50202,Native American Studies,2016,45.0
50202,Native American Studies,2017,69.0
50202,Native American Studies,2018,69.0
50202,Native American Studies,2019,72.0
50202,Native American Studies,2020,58.0
50202,Native American Studies,2021,72.0
50202,Native American Studies,2022,56.0
50202,Native American Studies,2023,68.0
50202,Native American Studies,2024,65.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2012,56.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2013,41.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2014,30.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2015,30.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2016,34.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2017,32.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2018,41.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2019,32.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2020,42.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2021,42.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2022,28.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2023,26.0
50203,"Hispanic-American, Puerto Rican, & Mexican-American Studies",2024,42.0
50206,Asian-American Studies,2012,20.0
50206,Asian-American Studies,2013,14.0
50206,Asian-American Studies,2014,11.0
50206,Asian-American Studies,2015,10.0
50206,Asian-American Studies,2016,15.0
50206,Asian-American Studies,2017,13.0
50206,Asian-American Studies,2018,8.0
50206,Asian-American Studies,2019,19.0
50206,Asian-American Studies,2020,22.0
50206,Asian-American Studies,2021,11.0
50206,Asian-American Studies,2022,18.0
50206,Asian-American Studies,2023,16.0
50206,Asian-American Studies,2024,17.0
50207,Women's Studies,2012,184.0
50207,Women's Studies,2013,193.0
50207,Women's Studies,2014,184.0
50207,Women's Studies,2015,149.0
50207,Women's Studies,2016,170.0
50207,Women's Studies,2017,155.0
50207,Women's Studies,2018,187.0
50207,Women's Studies,2019,164.0
50207,Women's Studies,2020,172.0
50207,Women's Studies,2021,140.0
50207,Women's Studies,2022,178.0
50207,Women's Studies,2023,177.0
50207,Women's Studies,2024,180.0
50209,Folklore Studies,2012,16.0
50209,Folklore Studies,2013,24.0
50209,Folklore Studies,2014,26.0
50209,Folklore Studies,2015,32.0
50209,Folklore Studies,2016,27.0
50209,Folklore Studies,2017,30.0
50209,Folklore Studies,2018,19.0
50209,Folklore Studies,2019,15.0
50209,Folklore Studies,2020,10.0
50209,Folklore Studies,2021,30.0
50209,Folklore Studies,2022,23.0
50209,Folklore Studies,2023,20.0
50209,Folklore Studies,2024,22.0
50210,Disability Studies,2012,37.0
50210,Disability Studies,2013,31.0
50210,Disability Studies,2014,41.0
50210,Disability Studies,2015,38.0
50210,Disability Studies,2016,44.0
50210,Disability Studies,2017,30.0
50210,Disability Studies,2018,36.0
50210,Disability Studies,2019,33.0
50210,Disability Studies,2020,49.0
50210,Disability Studies,2021,47.0
50210,Disability Studies,2022,50.0
50210,Disability Studies,2023,53.0
50210,Disability Studies,2024,53.0
50211,Deaf Studies,2015,7.0
50211,Deaf Studies,2016,2.0
50211,Deaf Studies,2017,6.0
50211,Deaf Studies,2018,4.0
50211,Deaf Studies,2019,1.0
50211,Deaf Studies,2020,0.0
50211,Deaf Studies,2021,5.0
50211,Deaf Studies,2022,6.0
50211,Deaf Studies,2023,7.0
50211,Deaf Studies,2024,4.0
50212,Comparative Group Studies,2020,1.0
50212,Comparative Group Studies,2021,1.0
50212,Comparative Group Studies,2022,1.0
50212,Comparative Group Studies,2023,0.0
50212,Comparative Group Studies,2024,1.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2012,124.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2013,90.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2014,103.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2015,109.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2016,89.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2017,103.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2018,100.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2019,74.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2020,55.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2021,58.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2022,80.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2023,51.0
50299,"Other Ethnic, Minority, Gender, & Group Studies",2024,74.0
59999,"Area, Ethnic, Cultural, and Gender Studies, Other",2023,14.0
59999,"Area, Ethnic, Cultural, and Gender Studies, Other",2024,7.0
90100,General Communication,2012,490.0
90100,General Communication,2013,510.0
90100,General Communication,2014,504.0
90100,General Communication,2015,590.0
90100,General Communication,2016,745.0
90100,General Communication,2017,970.0
90100,General Communication,2018,995.0
90100,General Communication,2019,917.0
90100,General Communication,2020,734.0
90100,General Communication,2021,747.0
90100,General Communication,2022,737.0
90100,General Communication,2023,711.0
90100,General Communication,2024,665.0
90101,Speech Communication & Rhetoric,2012,2167.0
90101,Speech Communication & Rhetoric,2013,2058.0
90101,Speech Communication & Rhetoric,2014,2085.0
90101,Speech Communication & Rhetoric,2015,1985.0
90101,Speech Communication & Rhetoric,2016,1997.0
90101,Speech Communication & Rhetoric,2017,1873.0
90101,Speech Communication & Rhetoric,2018,1812.0
90101,Speech Communication & Rhetoric,2019,1985.0
90101,Speech Communication & Rhetoric,2020,2361.0
90101,Speech Communication & Rhetoric,2021,2348.0
90101,Speech Communication & Rhetoric,2022,2256.0
90101,Speech Communication & Rhetoric,2023,2257.0
90101,Speech Communication & Rhetoric,2024,1960.0
90102,Mass Communication & Media Studies,2012,1110.0
90102,Mass Communication & Media Studies,2013,991.0
90102,Mass Communication & Media Studies,2014,930.0
90102,Mass Communication & Media Studies,2015,886.0
90102,Mass Communication & Media Studies,2016,956.0
90102,Mass Communication & Media Studies,2017,928.0
90102,Mass Communication & Media Studies,2018,935.0
90102,Mass Communication & Media Studies,2019,932.0
90102,Mass Communication & Media Studies,2020,921.0
90102,Mass Communication & Media Studies,2021,856.0
90102,Mass Communication & Media Studies,2022,1012.0
90102,Mass Communication & Media Studies,2023,1166.0
90102,Mass Communication & Media Studies,2024,1100.0
90199,Other Communication & Media Studies,2012,638.0
90199,Other Communication & Media Studies,2013,668.0
90199,Other Communication & Media Studies,2014,774.0
90199,Other Communication & Media Studies,2015,662.0
90199,Other Communication & Media Studies,2016,699.0
90199,Other Communication & Media Studies,2017,578.0
90199,Other Communication & Media Studies,2018,547.0
90199,Other Communication & Media Studies,2019,583.0
90199,Other Communication & Media Studies,2020,525.0
90199,Other Communication & Media Studies,2021,456.0
90199,Other Communication & Media Studies,2022,466.0
90199,Other Communication & Media Studies,2023,551.0
90199,Other Communication & Media Studies,2024,480.0
90401,Journalism,2012,1730.0
90401,Journalism,2013,1668.0
90401,Journalism,2014,1754.0
90401,Journalism,2015,1449.0
90401,Journalism,2016,1280.0
90401,Journalism,2017,1318.0
90401,Journalism,2018,1099.0
90401,Journalism,2019,1059.0
90401,Journalism,2020,917.0
90401,Journalism,2021,785.0
90401,Journalism,2022,832.0
90401,Journalism,2023,933.0
90401,Journalism,2024,708.0
90402,Broadcast Journalism,2012,82.0
90402,Broadcast Journalism,2013,63.0
90402,Broadcast Journalism,2014,58.0
90402,Broadcast Journalism,2015,40.0
90402,Broadcast Journalism,2016,41.0
90402,Broadcast Journalism,2017,22.0
90402,Broadcast Journalism,2018,24.0
90402,Broadcast Journalism,2019,33.0
90402,Broadcast Journalism,2020,25.0
90402,Broadcast Journalism,2021,35.0
90402,Broadcast Journalism,2022,28.0
90402,Broadcast Journalism,2023,39.0
90402,Broadcast Journalism,2024,25.0
90404,Photojournalism,2012,9.0
90404,Photojournalism,2013,7.0
90404,Photojournalism,2014,4.0
90404,Photojournalism,2015,20.0
90404,Photojournalism,2016,11.0
90404,Photojournalism,2017,28.0
90404,Photojournalism,2018,18.0
90404,Photojournalism,2019,19.0
90404,Photojournalism,2020,8.0
90404,Photojournalism,2021,35.0
90404,Photojournalism,2022,17.0
90404,Photojournalism,2023,41.0
90404,Photojournalism,2024,18.0
90407,Science/Health/Environmental Journalism,2020,0.0
90407,Science/Health/Environmental Journalism,2021,6.0
90407,Science/Health/Environmental Journalism,2022,13.0
90407,Science/Health/Environmental Journalism,2023,7.0
90407,Science/Health/Environmental Journalism,2024,9.0
90499,Other Journalism,2012,194.0
90499,Other Journalism,2013,212.0
90499,Other Journalism,2014,193.0
90499,Other Journalism,2015,482.0
90499,Other Journalism,2016,515.0
90499,Other Journalism,2017,474.0
90499,Other Journalism,2018,460.0
90499,Other Journalism,2019,439.0
90499,Other Journalism,2020,441.0
90499,Other Journalism,2021,320.0
90499,Other Journalism,2022,584.0
90499,Other Journalism,2023,505.0
90499,Other Journalism,2024,427.0
90701,Radio & Television,2012,210.0
90701,Radio & Television,2013,189.0
90701,Radio & Television,2014,184.0
90701,Radio & Television,2015,198.0
90701,Radio & Television,2016,168.0
90701,Radio & Television,2017,139.0
90701,Radio & Television,2018,151.0
90701,Radio & Television,2019,146.0
90701,Radio & Television,2020,122.0
90701,Radio & Television,2021,143.0
90701,Radio & Television,2022,152.0
90701,Radio & Television,2023,154.0
90701,Radio & Television,2024,141.0
90702,Digital Communication & Multimedia,2012,296.0
90702,Digital Communication & Multimedia,2013,305.0
90702,Digital Communication & Multimedia,2014,382.0
90702,Digital Communication & Multimedia,2015,478.0
90702,Digital Communication & Multimedia,2016,607.0
90702,Digital Communication & Multimedia,2017,849.0
90702,Digital Communication & Multimedia,2018,1259.0
90702,Digital Communication & Multimedia,2019,1344.0
90702,Digital Communication & Multimedia,2020,1750.0
90702,Digital Communication & Multimedia,2021,2200.0
90702,Digital Communication & Multimedia,2022,2584.0
90702,Digital Communication & Multimedia,2023,2797.0
90702,Digital Communication & Multimedia,2024,2968.0
90799,"Other Radio, Television, & Digital Communication",2012,16.0
90799,"Other Radio, Television, & Digital Communication",2013,12.0
90799,"Other Radio, Television, & Digital Communication",2014,17.0
90799,"Other Radio, Television, & Digital Communication",2015,17.0
90799,"Other Radio, Television, & Digital Communication",2016,12.0
90799,"Other Radio, Television, & Digital Communication",2017,13.0
90799,"Other Radio, Television, & Digital Communication",2018,15.0
90799,"Other Radio, Television, & Digital Communication",2019,2.0
90799,"Other Radio, Television, & Digital Communication",2020,0.0
90799,"Other Radio, Television, & Digital Communication",2021,0.0
90799,"Other Radio, Television, & Digital Communication",2022,0.0
90799,"Other Radio, Television, & Digital Communication",2023,0.0
90799,"Other Radio, Television, & Digital Communication",2024,0.0
90900,"Public Relations, Advertising, & Applied Communication",2012,14.0
90900,"Public Relations, Advertising, & Applied Communication",2013,13.0
90900,"Public Relations, Advertising, & Applied Communication",2014,72.0
90900,"Public Relations, Advertising, & Applied Communication",2015,246.0
90900,"Public Relations, Advertising, & Applied Communication",2016,212.0
90900,"Public Relations, Advertising, & Applied Communication",2017,306.0
90900,"Public Relations, Advertising, & Applied Communication",2018,429.0
90900,"Public Relations, Advertising, & Applied Communication",2019,580.0
90900,"Public Relations, Advertising, & Applied Communication",2020,631.0
90900,"Public Relations, Advertising, & Applied Communication",2021,722.0
90900,"Public Relations, Advertising, & Applied Communication",2022,834.0
90900,"Public Relations, Advertising, & Applied Communication",2023,896.0
90900,"Public Relations, Advertising, & Applied Communication",2024,802.0
90901,General Organizational Communication,2012,157.0
90901,General Organizational Communication,2013,138.0
90901,General Organizational Communication,2014,121.0
90901,General Organizational Communication,2015,196.0
90901,General Organizational Communication,2016,220.0
90901,General Organizational Communication,2017,281.0
90901,General Organizational Communication,2018,319.0
90901,General Organizational Communication,2019,321.0
90901,General Organizational Communication,2020,276.0
90901,General Organizational Communication,2021,353.0
90901,General Organizational Communication,2022,253.0
90901,General Organizational Communication,2023,334.0
90901,General Organizational Communication,2024,336.0
90902,Public Relations & Image Management,2012,508.0
90902,Public Relations & Image Management,2013,594.0
90902,Public Relations & Image Management,2014,606.0
90902,Public Relations & Image Management,2015,639.0
90902,Public Relations & Image Management,2016,610.0
90902,Public Relations & Image Management,2017,692.0
90902,Public Relations & Image Management,2018,561.0
90902,Public Relations & Image Management,2019,527.0
90902,Public Relations & Image Management,2020,425.0
90902,Public Relations & Image Management,2021,447.0
90902,Public Relations & Image Management,2022,483.0
90902,Public Relations & Image Management,2023,512.0
90902,Public Relations & Image Management,2024,399.0
90903,Advertising,2012,355.0
90903,Advertising,2013,329.0
90903,Advertising,2014,347.0
90903,Advertising,2015,338.0
90903,Advertising,2016,274.0
90903,Advertising,2017,229.0
90903,Advertising,2018,222.0
90903,Advertising,2019,202.0
90903,Advertising,2020,223.0
90903,Advertising,2021,260.0
90903,Advertising,2022,250.0
90903,Advertising,2023,301.0
90903,Advertising,2024,242.0
90904,Political Communication,2014,22.0
90904,Political Communication,2015,19.0
90904,Political Communication,2016,18.0
90904,Political Communication,2017,34.0
90904,Political Communication,2018,43.0
90904,Political Communication,2019,55.0
90904,Political Communication,2020,55.0
90904,Political Communication,2021,43.0
90904,Political Communication,2022,56.0
90904,Political Communication,2023,91.0
90904,Political Communication,2024,83.0
90905,Health Communication,2012,132.0
90905,Health Communication,2013,132.0
90905,Health Communication,2014,146.0
90905,Health Communication,2015,137.0
90905,Health Communication,2016,141.0
90905,Health Communication,2017,188.0
90905,Health Communication,2018,163.0
90905,Health Communication,2019,157.0
90905,Health Communication,2020,137.0
90905,Health Communication,2021,126.0
90905,Health Communication,2022,152.0
90905,Health Communication,2023,149.0
90905,Health Communication,2024,85.0
90906,Sports Communication,2012,20.0
90906,Sports Communication,2013,14.0
90906,Sports Communication,2014,14.0
90906,Sports Communication,2015,17.0
90906,Sports Communication,2016,13.0
90906,Sports Communication,2017,53.0
90906,Sports Communication,2018,57.0
90906,Sports Communication,2019,48.0
90906,Sports Communication,2020,56.0
90906,Sports Communication,2021,47.0
90906,Sports Communication,2022,65.0
90906,Sports Communication,2023,86.0
90906,Sports Communication,2024,86.0
90907,International & Intercultural Communication,2012,46.0
90907,International & Intercultural Communication,2013,48.0
90907,International & Intercultural Communication,2014,84.0
90907,International & Intercultural Communication,2015,118.0
90907,International & Intercultural Communication,2016,105.0
90907,International & Intercultural Communication,2017,121.0
90907,International & Intercultural Communication,2018,141.0
90907,International & Intercultural Communication,2019,106.0
90907,International & Intercultural Communication,2020,114.0
90907,International & Intercultural Communication,2021,69.0
90907,International & Intercultural Communication,2022,92.0
90907,International & Intercultural Communication,2023,110.0
90907,International & Intercultural Communication,2024,92.0
90908,Technical & Scientific Communication,2012,25.0
90908,Technical & Scientific Communication,2013,15.0
90908,Technical & Scientific Communication,2014,12.0
90908,Technical & Scientific Communication,2015,9.0
90908,Technical & Scientific Communication,2016,14.0
90908,Technical & Scientific Communication,2017,20.0
90908,Technical & Scientific Communication,2018,24.0
90908,Technical & Scientific Communication,2019,48.0
90908,Technical & Scientific Communication,2020,63.0
90908,Technical & Scientific Communication,2021,88.0
90908,Technical & Scientific Communication,2022,67.0
90908,Technical & Scientific Communication,2023,54.0
90908,Technical & Scientific Communication,2024,51.0
90909,Communication Management And Strategic Communications,2020,88.0
90909,Communication Management And Strategic Communications,2021,219.0
90909,Communication Management And Strategic Communications,2022,359.0
90909,Communication Management And Strategic Communications,2023,366.0
90909,Communication Management And Strategic Communications,2024,343.0
90999,"Other Public Relations, Advertising, & Applied Communication",2012,194.0
90999,"Other Public Relations, Advertising, & Applied Communication",2013,188.0
90999,"Other Public Relations, Advertising, & Applied Communication",2014,180.0
90999,"Other Public Relations, Advertising, & Applied Communication",2015,198.0
90999,"Other Public Relations, Advertising, & Applied Communication",2016,176.0
90999,"Other Public Relations, Advertising, & Applied Communication",2017,229.0
90999,"Other Public Relations, Advertising, & Applied Communication",2018,244.0
